name,specialty,street_address,city,state,zip,rating,num_reviews,next_appt,num_appts_next_5days,sponsored,education,languages,gender,npi,insurance
"Dr. Marcella Allen, MD",Primary Care Doctor,"55 E 34th St, 1st Floor",New York,NY,10016,4.82,3408,1/10/22 12:00,0,FALSE,"['Medical School - University of Texas, San Antonio, Doctor of MedicineUniversity of Missouri, Columbia, Residency in Family Medicine']",['English'],Female,1104890565,"['1199SEIU', 'Aetna', 'AgeWell New York', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Jane Lee, FNP, NP",Family Nurse Practitioner,"161 Madison Ave, 9NW",New York,NY,10016,4.9,1113,12/20/21 9:30,0,FALSE,"[""City University of New York, Lehman College, Master's in Family NursingCity University of New York, Lehman College (Bachelor's)""]","['English', 'Spanish', 'Korean']",Female,1093145021,"['1199SEIU', 'Aetna', 'Allianz Worldwide Care', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Assurant Health', 'Banner Health', 'Blue Choice Health Plan', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Western New York', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'Bright Health', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'CareOregon', 'Caterpillar', 'Centivo', 'Coventry Health Care', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Harvard Pilgrim Health Care', 'Health Plus', 'HealthScope Benefits', 'Healthlink', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Highmark BlueCross BlueShield of West Virginia', 'Horizon Blue Cross Blue Shield of New Jersey', 'Horizon Blue Cross Blue Shield of New Jersey For Barnabas Health', 'Horizon Blue Cross Blue Shield of New Jersey For Novartis', 'Independence Blue Cross', 'Independent Health', 'Legacy Health', 'MVP Health Care', 'Mail Handlers Benefit Plan', 'March Vision Care', 'Medica', 'Meritain Health', 'MetroPlus Health Plan', 'National Vision Administrators', 'Nippon Life Benefits', 'Oscar Health Insurance Co.', 'Oxford (UnitedHealthcare)', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Sierra Health and Life', 'The Hartford', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Union Plans', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Sarah Davis, NP",Nurse Practitioner,213 Madison Ave,New York,NY,10016,4.89,115,12/14/21 11:00,2,FALSE,"[""University of Alabama, Master's in Family NursingSamford University (Bachelor's)""]",['English'],Female,1811463219,"['Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Beech Street', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Guardian', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Multiplan PHCS', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'Wellmark Blue Cross Blue Shield']"
"Eduardo Yarur, PA",Physician Assistant,"309 W 23rd St, 2nd Floor",New York,NY,10011,4.86,166,12/14/21 13:45,1,FALSE,"[""Pace University, Bachelor's in Physician Assistant StudiesPace University, Master's in Business Administration""]","['English', 'Spanish']",Male,1033447404,"['1199SEIU', 'Aetna', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Meulan Amen, NP",Adult Nurse Practitioner,"274 Madison Avenue, Room 1804",New York,NY,10016,4.95,487,12/20/21 11:15,0,FALSE,"['State University of New York, Stony Brook, Master’s in Adult Nursing']","['English', 'Spanish']",Female,1598049132,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Western New York', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'Bright Health', 'CBA Blue', 'CDPHP', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Empire Blue Cross Blue Shield (Health)', 'Excellus Blue Cross Blue Shield', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Humana', 'Independence Blue Cross', 'MVP Health Care', 'Medicare', 'Oscar Health Insurance Co.', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'Wellmark Blue Cross Blue Shield']"
"Dr. Howard Siegel, MD",Primary Care Doctor,"145 E 32nd St, Suite 303",New York,NY,10016,4.72,86,12/21/21 8:30,0,FALSE,"['Medical School - Rosalind Franklin University of Medicine and Science, Doctor of MedicineNew York Medical College, Metropolitan Hospital Center, Fellowship in GastroenterologyNew York Medical College, Kings County Hospital Center, Residency in Internal Medicine']",['English'],Male,1104836337,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Beech Street', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Guardian', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Multiplan PHCS', 'Oxford (UnitedHealthcare)', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Jean Kim, MD",Primary Care Doctor,226 W 14th St,New York,NY,10011,,0,12/14/21 11:30,1,FALSE,"['Medical School - University of Rochester, Doctor of Medicine']",['English'],Female,1518491968,"['1199SEIU', 'Aetna', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Dr. John Dellosso, MD, FACP",Primary Care Doctor,"314 West 14th Street, 1st Floor",New York,NY,10014,4.47,797,12/14/21 9:00,3,FALSE,"['Medical School - New York University, Doctor of MedicineSaint Vincent Catholic Medical Center, Internship in Internal MedicineSaint Vincent Catholic Medical Center, Residency in Internal Medicine']",['English'],Male,1942299920,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Beech Street', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire BlueCross BlueShield HealthPlus', 'Empire Plan', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'GeoBlue', 'Guardian', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Humana', 'Independence Blue Cross', 'Medicare', 'Memorial Hermann', 'Multiplan PHCS', 'Nippon Life Benefits', 'Oscar Health Insurance Co.', 'Oxford (UnitedHealthcare)', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Svetlana Iovenko, MSN, NP",Family Nurse Practitioner,110 W 14th St,New York,NY,10011,4.67,124,12/17/21 11:20,0,FALSE,"[""Chamberlain University, Master's in Family NursingChamberlain University (Bachelor's)""]","['English', 'Russian']",Female,1083281521,"['1199SEIU', 'AARP', 'Aetna', 'Affinity Health Plan', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Banner Health', 'Blue Choice Health Plan', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Alabama', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Montana', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Tennessee', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Western New York', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CHAMPVA', 'Capital Blue Cross', 'Caterpillar', 'Cigna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Excellus Blue Cross Blue Shield', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Highmark BlueCross BlueShield of West Virginia', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'Lighthouse Guild', 'MVP Health Care', 'MagnaCare', 'Mail Handlers Benefit Plan', 'Medicaid', 'Medicare', 'MetroPlus Health Plan', 'Optum Health', 'Oxford (UnitedHealthcare)', 'Premier Health Plan', 'Regence Blue Cross Blue Shield', 'The Hartford', 'Tricare', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Community Plan', 'UnitedHealthcare Oxford', 'VNS Choice Health Plans', 'Wellcare']"
"Dr. Rod Saclolo, MD",Internist,"450 Park Ave S, Suite 202",New York,NY,10016,4.86,1134,12/21/21 14:00,0,FALSE,"['Medical School - Virgen Milagrosa University Foundation College of Medicine, Doctor of MedicineBronx-Lebanon Hospital Center, Residency in Internal MedicineBronx-Lebanon Hospital Center, Fellowship in Pulmonary DiseasesCabrini Medical Center, Fellowship in Infectious Disease']","['English', 'Spanish', 'Tagalog']",Male,1396809091,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield Federal Employee Program', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Oklahoma', 'Blue Cross Blue Shield of Texas', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'Capital Blue Cross', 'CareConnect', 'Caterpillar', 'Cigna', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Horizon Blue Cross Blue Shield of New Jersey', 'MagnaCare', 'Medicare', 'Oscar Health Insurance Co.', 'Oxford (UnitedHealthcare)', 'Tricare', 'UniCare', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Dr. Mindy Satsky, MD",Primary Care Doctor,"309 W 23rd St, 2nd Floor",New York,NY,10011,4.6,1062,1/11/22 14:00,0,FALSE,"['Medical School - Drexel University, Philadelphia, Doctor of MedicineMount Sinai Medical Center, Residency in Internal Medicine']",['English'],Female,1912075391,"['1199SEIU', 'Aetna', 'AgeWell New York', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Dr. Julia Hermos, MD",Primary Care Doctor,226 W 14th St,New York,NY,10011,4.92,1845,2/15/22 14:00,0,FALSE,"['Medical School - State University of New York, Downstate Medical Center, Doctor of MedicineState University of New York, Downstate Medical Center, Residency in Internal MedicineUniversity of Colorado, Master’s in EducationUniversity of Wisconsin, Madison (Bachelor’s)']",['English'],Female,1487972097,"['1199SEIU', 'Aetna', 'AgeWell New York', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
"Dr. Robert A Udesky, MD",Primary Care Doctor,"145 E 32nd St, Suite 303",New York,NY,10016,4.7,46,1/5/22 10:30,0,FALSE,"['Medical School - Washington University, St. Louis, Doctor of MedicineNew York Medical College, Residency in Internal Medicine']",['English'],Male,1205856754,"['1199SEIU', 'AARP', 'Aetna', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Beech Street', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Fidelis Care (NY)', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GeoBlue', 'Guardian', 'HealthFirst (NY)', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'MetroPlus Health Plan', 'Multiplan PHCS', 'Oxford (UnitedHealthcare)', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Douglas Zeiger, MD",Internist,"109 East 38th Street, Downstairs Medical Entrance",New York,NY,10016,4.66,491,12/21/21 9:30,0,FALSE,"['Medical School - New York University, Doctor of MedicineNew York University Medical Center, Residency in Internal MedicineNew York University Medical Center, Fellowship in Infectious Diseases']",['English'],Male,1417098310,"['1199SEIU', 'AARP', 'Aetna', 'American Republic Insurance Company', 'Anthem Blue Cross', 'Anthem Blue Cross Blue Shield', 'Arkansas Blue Cross Blue Shield', 'Blue Cross Blue Shield', 'Blue Cross Blue Shield of Arizona', 'Blue Cross Blue Shield of Georgia', 'Blue Cross Blue Shield of Illinois', 'Blue Cross Blue Shield of Kansas', 'Blue Cross Blue Shield of Kansas City', 'Blue Cross Blue Shield of Louisiana', 'Blue Cross Blue Shield of Massachusetts ', 'Blue Cross Blue Shield of Michigan', 'Blue Cross Blue Shield of Minnesota', 'Blue Cross Blue Shield of Nebraska', 'Blue Cross Blue Shield of New Mexico', 'Blue Cross Blue Shield of North Carolina', 'Blue Cross Blue Shield of Rhode Island', 'Blue Cross Blue Shield of South Carolina', 'Blue Cross Blue Shield of Texas', 'Blue Cross Blue Shield of Vermont', 'Blue Cross Blue Shield of Wyoming', 'Blue Cross of Idaho', 'Blue Cross of Northeastern Pennsylvania', 'Blue Shield of California', 'Blue Shield of Northeastern New York', 'CBA Blue', 'Capital Blue Cross', 'CareFirst Blue Cross Blue Shield  (Health)', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'EmblemHealth', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'Empire Plan', 'Florida Blue: Blue Cross Blue Shield of Florida', 'GWH-Cigna (formerly Great West Healthcare)', 'GeoBlue', 'Harvard Pilgrim Health Care', 'Highmark Blue Cross Blue Shield', 'Highmark Blue Cross Blue Shield of Delaware', 'Highmark Blue Shield', 'Horizon Blue Cross Blue Shield of New Jersey', 'Independence Blue Cross', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'Oxford (UnitedHealthcare)', 'POMCO', 'Premera Blue Cross', 'Regence Blue Cross Blue Shield', 'Triple-S Salud: Blue Cross Blue Shield of Puerto Rico', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford', 'Wellmark Blue Cross Blue Shield']"
"Dr. Samantha Stimmel, MD",Primary Care Doctor,"729 7th Ave, 12th Floor",New York,NY,10019,4.86,806,1/24/22 9:45,0,FALSE,"[""Medical School - Icahn School of Medicine at Mount Sinai, Doctor of MedicineMontefiore Hospital, Residency in Family MedicineRutgers, The State University of New Jersey, Fellowship in Women's Health""]",['English'],Female,1801274725,"['1199SEIU', 'Aetna', 'AgeWell New York', 'American Republic Insurance Company', 'Caterpillar', 'Cigna', 'Consolidated Health Plans', 'Elderplan', 'EmblemHealth', 'EmblemHealth (formerly known as GHI)', 'EmblemHealth (formerly known as HIP)', 'Empire Blue Cross Blue Shield (Health)', 'HealthFirst (NY)', 'MagnaCare', 'Medicare', 'Memorial Hermann', 'Moda Health', 'Multiplan PHCS', 'New York Hotel Trades Council', 'Oxford (UnitedHealthcare)', 'POMCO', 'Tufts Health Plan', 'US Health Group', 'UnitedHealthOne', 'UnitedHealthcare', 'UnitedHealthcare Oxford']"
